Movie_Name,Genres,Revenue,Runtime,Year
Annapolis,Action,17496992.0,108.0,2006
A Nightmare on Elm Street 4: The Dream Master,Thriller,49400000.0,94.0,1988
Shallow Hal,Romance,141069860.0,114.0,2001
The Ant Bully,Family,55181129.0,88.0,2006
Faster,Thriller,23081726.0,98.0,2010
Mirage,Fantasy,17325485.0,129.0,2019
Escape from the Planet of the Apes,Science Fiction,12348905.0,98.0,1971
Freaks,Mystery,333593.0,105.0,2019
Jungle,Thriller,1906640.0,115.0,2017
Johnny English,Comedy,160583018.0,88.0,2003
Astro Boy,Science Fiction,19551067.0,94.0,2009
Private Lessons,Romance,26279000.0,87.0,1981
Superwho?,Action,7375119.0,82.0,2022
The Water Horse,Fantasy,103071443.0,112.0,2008
Mrs. Doubtfire,Family,441286195.0,125.0,1994
Raavanan,Crime,9700000.0,134.0,2010
Y Tu Mamá También,Romance,33616692.0,106.0,2001
Alien Resurrection,Action,162000000.0,109.0,1997
The Loft,Thriller,10076790.0,108.0,2015
Pineapple Express,Crime,101624843.0,111.0,2008
Hot Shots! Part Deux,War,133752825.0,86.0,1993
Moonraker,Science Fiction,210308099.0,126.0,1979
Drive Angry,Crime,40909909.0,105.0,2011
The Last of the Mohicans,War,75505856.0,112.0,1992
Planet Hulk,Action,7000000.0,81.0,2010
Return to Never Land,Family,109862682.0,72.0,2002
Trainspotting,Crime,16491080.0,94.0,1996
Animal Kingdom: Let's Go Ape,Animation,16294916.0,100.0,2015
Wish Upon,Fantasy,14301505.0,90.0,2017
[REC]³ Genesis,Horror,11019975.0,80.0,2012
Dark Waters,Thriller,13601384.0,127.0,2020
Hannah Montana: The Movie,Romance,155545279.0,102.0,2009
Teen Titans Go! To the Movies,Science Fiction,28646544.0,85.0,2018
Fracture,Thriller,91354215.0,113.0,2007
Herbie Fully Loaded,Romance,144146816.0,100.0,2005
Colossal,Science Fiction,3029287.0,109.0,2017
The Art of Racing in the Rain,Comedy,33766787.0,109.0,2019
Cruel Intentions,Romance,76347426.0,98.0,1999
I Can Only Imagine,Drama,86026201.0,110.0,2018
Pooh's Heffalump Movie,Fantasy,52900000.0,68.0,2005
The Exorcist III,Mystery,39024251.0,110.0,1990
Dennis the Menace,Comedy,117270765.0,94.0,1993
Death Proof,Thriller,31126421.0,113.0,2007
Godzilla Against MechaGodzilla,Science Fiction,16000000.0,88.0,2002
A Bad Moms Christmas,Comedy,130560428.0,104.0,2017
Just Mercy,History,50401502.0,137.0,2019
The Possession of Hannah Grace,Drama,43016528.0,86.0,2018
The Anthem of the Heart,Romance,8852989.0,119.0,2015
TMNT,Family,95608995.0,87.0,2007
Sin Nombre,Crime,5102705.0,96.0,2009
Unforgiven,Western,159157447.0,130.0,1992
The Game,Mystery,109423648.0,129.0,1997
Mortal Kombat: Annihilation,Science Fiction,51376861.0,95.0,1997
For a Few Dollars More,Western,15000000.0,132.0,1965
Revolutionary Road,Romance,75981180.0,119.0,2008
The Graduate,Romance,104945305.0,106.0,1967
Carlito's Way,Romance,63848322.0,144.0,2005
A Cure for Wellness,Thriller,26620002.0,146.0,2017
Hitch,Romance,368100420.0,118.0,2005
90 Minutes in Heaven,Drama,4842699.0,121.0,2015
The Vatican Tapes,Horror,1784763.0,91.0,2015
The Man from U.N.C.L.E.,Adventure,108145109.0,116.0,2015
Big Daddy,Drama,234801895.0,93.0,1999
Dumb and Dumberer: When Harry Met Lloyd,Comedy,39267515.0,85.0,2003
Warm Bodies,Romance,116980662.0,97.0,2013
Wild Tales,Comedy,27007072.0,122.0,2014
Downsizing,Science Fiction,55003890.0,135.0,2017
Barbie in 'A Christmas Carol',Family,4496912.0,76.0,2008
Ocean's Thirteen,Thriller,311312624.0,122.0,2007
National Treasure: Book of Secrets,Thriller,459242249.0,124.0,2007
Suspiria,Horror,2884265.0,99.0,1977
Friday the 13th Part VI: Jason Lives,Thriller,19472057.0,87.0,1986
The Pink Panther,Family,158851357.0,93.0,2006
Pokémon: The First Movie,Action,163644662.0,85.0,1998
From Hell,Thriller,74558115.0,122.0,2001
Brahms: The Boy II,Thriller,20311536.0,86.0,2020
Good Boys,Comedy,111037232.0,89.0,2019
Open Season 2,Family,8700000.0,76.0,2009
The House That Jack Built,Thriller,5566776.0,152.0,2018
How High,Comedy,31155435.0,93.0,2001
Big Momma's House,Comedy,173959438.0,98.0,2000
Into the Wild,Drama,56255142.0,148.0,2007
The Founder,History,24121245.0,115.0,2017
I Am Sam,Drama,92542418.0,132.0,2001
Meet the Spartans,Comedy,85897593.0,84.0,2008
Chaos,Crime,7000000.0,106.0,2005
The Other Woman,Romance,196781193.0,109.0,2014
Hot Fuzz,Comedy,80573774.0,121.0,2007
Crimson Tide,Action,157387195.0,116.0,1995
One Piece: Strong World,Adventure,53000000.0,114.0,2009
Red Riding Hood,Horror,89162162.0,100.0,2011
Kung Fu Jungle,Crime,129115.0,100.0,2014
Dracula Untold,War,217124280.0,92.0,2014
Shame,Drama,3909002.0,102.0,2011
Rosemary's Baby,Thriller,33395426.0,138.0,1968
The World Is Not Enough,Thriller,361832400.0,128.0,1999
"Three Billboards Outside Ebbing, Missouri",Drama,160192031.0,115.0,2018
Instant Family,Comedy,120989656.0,118.0,2019
Pelé: Birth of a Legend,Drama,27312.0,107.0,2016
Sex and Death 101,Drama,1.0,100.0,2007
A Fistful of Dollars,Western,14500000.0,99.0,1964
We Are the Nobles,Comedy,26433651.0,108.0,2013
Baby's Day Out,Drama,16671505.0,99.0,1994
Romeo Must Die,Thriller,91036760.0,115.0,2000
Epic Movie,Adventure,86865564.0,85.0,2007
The Fourth Kind,Thriller,47709193.0,98.0,2009
Meet the Fockers,Romance,516642939.0,115.0,2004
Behind Enemy Lines,War,91753202.0,106.0,2005
Midnight in Paris,Romance,151119219.0,94.0,2011
Gran Torino,Drama,269958228.0,116.0,2008
3 Days to Kill,Thriller,52597999.0,113.0,2014
Kickboxer: Retaliation,Drama,4537.0,110.0,2018
The Judge,Drama,83719388.0,141.0,2014
Exorcist II: The Heretic,Thriller,30749142.0,118.0,1977
Bridget Jones's Diary,Drama,281929795.0,97.0,2001
Flavors of Youth,Drama,496334.0,74.0,2018
"Crouching Tiger, Hidden Dragon",Romance,213525736.0,,2000
Dragon Blade,History,121545703.0,127.0,2015
Citizen Kane,Drama,23218000.0,119.0,1941
Troll Hunter,Horror,4159678.0,103.0,2010
Paranormal Activity: Tokyo Night,Thriller,4160000.0,91.0,2010
The Lord of the Rings,Fantasy,30471420.0,132.0,1978
Apollo 13,Adventure,355237933.0,140.0,1995
High School Musical 2,TV Movie,7000000.0,111.0,2007
The One,Thriller,72689126.0,87.0,2001
A.I. Artificial Intelligence,Adventure,235926552.0,146.0,2001
Romeo and Juliet,Romance,38901218.0,138.0,1968
Marley & Me,Family,255743093.0,115.0,2008
Around the World in 80 Days,Comedy,72178895.0,,2004
Soul Surfer,Drama,47088990.0,112.0,2011
Romeo + Juliet,Romance,147298761.0,,1996
Copshop,Action,6807158.0,107.0,2022
Diary of a Wimpy Kid: The Long Haul,Family,40120144.0,91.0,2017
Invasion,Action,32104054.0,129.0,2020
Sex Drive,Romance,18755936.0,109.0,2008
A Frozen Flower,Drama,18980744.0,133.0,2008
The Little Rascals,Family,67308282.0,82.0,1994
Malcolm X,History,48169908.0,202.0,1992
Spread,Romance,12035862.0,97.0,2009
An American Tail: Fievel Goes West,Western,40766041.0,75.0,1991
Promising Young Woman,Drama,13868965.0,114.0,2021
Shaft,Crime,21360215.0,111.0,2019
Ghost Ship,Thriller,68349884.0,91.0,2002
The Grudge,Mystery,42800000.0,93.0,2020
One Piece: Baron Omatsuri and the Secret Island,Comedy,10494545.0,92.0,2005
13 Minutes,Thriller,67413.0,109.0,2021
Young & Beautiful,Drama,9757417.0,95.0,2013
Paranormal Activity 4,Horror,142817992.0,97.0,2012
Paul Blart: Mall Cop,Family,183293131.0,91.0,2009
The Dark and the Wicked,Mystery,289157.0,95.0,2020
Beverly Hills Cop III,Crime,119208989.0,105.0,1994
There Will Be Blood,Drama,77208711.0,158.0,2007
The Commuter,Mystery,119942387.0,104.0,2018
That Awkward Moment,Romance,45640143.0,94.0,2014
Bad Boys,Thriller,9190819.0,123.0,1983
End of Days,Mystery,211989043.0,121.0,1999
The Wolf of Snow Hollow,Thriller,239828.0,84.0,2020
Logan Lucky,Drama,48453605.0,118.0,2017
Maggie,Mystery,187112.0,95.0,2015
L.A. Confidential,Thriller,126216940.0,138.0,1997
Shin Godzilla,Horror,77947607.0,,2016
The Wailing,Mystery,49851770.0,156.0,2016
The Lego Ninjago Movie,Comedy,123081555.0,101.0,2017
Talladega Nights: The Ballad of Ricky Bobby,Comedy,162966177.0,106.0,2006
Eragon,Family,249288105.0,104.0,2006
Don't Listen,Thriller,443458.0,98.0,2020
Killer Elite,Thriller,57777106.0,116.0,2011
Scent of a Woman,Drama,134095253.0,156.0,1992
Red Dawn,Drama,38376497.0,114.0,1984
The Tigger Movie,Comedy,45554533.0,77.0,2000
Dante's Peak,Thriller,178127760.0,108.0,1997
El Dorado,Romance,6000000.0,126.0,1967
The Jungle Book 2,Adventure,135680000.0,72.0,2003
A Few Good Men,Drama,243240178.0,138.0,1992
Pandorum,Thriller,20648328.0,108.0,2009
Thirst,Thriller,13085023.0,134.0,2009
Winter's Tale,Romance,30800231.0,118.0,2014
Miss Sloane,Drama,9101546.0,133.0,2016
The Lost City of Z,History,8574339.0,141.0,2017
The Texas Chainsaw Massacre 2,Horror,8025872.0,101.0,1986
A Time to Kill,Thriller,152266007.0,149.0,2009
Night of the Living Dead,Thriller,5835247.0,88.0,1990
Gangs of New York,Crime,193772504.0,168.0,2002
Burn,Action,25373.0,89.0,2019
The Phantom of the Opera,Romance,154648887.0,143.0,2004
How to Lose a Guy in 10 Days,Romance,177502387.0,116.0,2003
Valkyrie,War,200276000.0,121.0,2008
Cujo,Thriller,21200000.0,93.0,1983
Cake,Drama,2360281.0,102.0,2014
Non-Stop,Mystery,222809600.0,106.0,2014
mid90s,Comedy,6897446.0,86.0,2018
The Reaping,Horror,62771059.0,99.0,2007
Reminiscence,Science Fiction,18717947.0,116.0,2021
Iron Sky,Science Fiction,10109659.0,93.0,2012
Red Corner,Thriller,22420000.0,122.0,1997
Man on a Ledge,Crime,46221189.0,102.0,2012
Pandora,Action,30169000.0,136.0,2016
Escape from New York,Action,50244700.0,99.0,1981
Ferris Bueller's Day Off,Comedy,70136369.0,103.0,1986
Children of Men,Science Fiction,70595464.0,109.0,2013
Monster Trucks,Science Fiction,64493915.0,104.0,2017
Atlantis: The Lost Empire,Science Fiction,186053725.0,95.0,2001
Chicago,Drama,306776732.0,113.0,2002
Girls Trip,Comedy,140376621.0,122.0,2017
Two Many Chefs,Comedy,2035911.0,92.0,2022
The Perfect Storm,Thriller,325756637.0,130.0,2000
The Mortuary Collection,Horror,34265.0,108.0,2019
Mystic River,Mystery,156822020.0,138.0,2004
Robin Hood: Men in Tights,Comedy,35739755.0,104.0,1993
Point Break,Thriller,133718711.0,113.0,2015
The Nice Guys,Action,62788218.0,116.0,2016
The Strangers,Thriller,82391145.0,86.0,2008
Tag,Action,75100000.0,100.0,2018
Extinction,Thriller,1451864.0,96.0,2018
Vacancy,Thriller,35300645.0,85.0,2007
Friday the 13th: A New Beginning,Mystery,21930418.0,92.0,1985
Peter Rabbit,Family,351266433.0,93.0,2018
The Way of the Dragon,Crime,27000000.0,100.0,1972
Sailor Moon R: The Movie,Fantasy,12307555.0,61.0,1993
High Plains Drifter,Mystery,15700000.0,105.0,1973
Austin Powers in Goldmember,Science Fiction,296938801.0,93.0,2002
Let There Be Light,Drama,7240000.0,100.0,2017
Leprechaun,Horror,8556940.0,91.0,1993
Cats & Dogs,Comedy,93375151.0,87.0,2001
"Lust, Caution",Thriller,67091915.0,156.0,2007
The Sum of All Fears,Drama,193921372.0,124.0,2002
Step Brothers,Comedy,128107642.0,98.0,2008
Kelly's Heroes,War,5200000.0,144.0,1970
Sin City,Crime,158733820.0,124.0,2005
Stripes,Comedy,85300000.0,106.0,1981
The Drop,Crime,19054534.0,106.0,2014
Homefront,Thriller,43058898.0,100.0,2013
In the Heart of the Sea,History,93920758.0,122.0,2015
Beneath the Planet of the Apes,Mystery,18999718.0,95.0,1970
The Eight Hundred,Action,460919368.0,147.0,2020
New Nightmare,Fantasy,57000000.0,112.0,1994
Scarface,Thriller,600000.0,93.0,1932
Species II,Horror,19165560.0,93.0,1998
Mary Poppins Returns,Comedy,348807090.0,131.0,2018
Ichi the Killer,Horror,80631.0,129.0,2001
Rio Bravo,Western,5800000.0,141.0,1959
Rear Window,Mystery,37034514.0,112.0,2008
How to Be a Latin Lover,Comedy,26251899.0,115.0,2017
Big Fish,Drama,123218424.0,125.0,2004
Looney Tunes: Back in Action,Family,68514844.0,93.0,2003
Ip Man 3,History,157029618.0,105.0,2015
Moloch,Horror,558917.0,99.0,2022
Police Academy 3: Back in Training,Crime,107600000.0,84.0,1986
Beowulf,Animation,195735876.0,115.0,2007
Clear and Present Danger,Thriller,215887717.0,141.0,1994
Zero Dark Thirty,History,132820716.0,157.0,2013
The Specialist,Thriller,170362582.0,110.0,1994
Ocean's Twelve,Crime,362744280.0,125.0,2004
Secret Window,Thriller,92913171.0,96.0,2004
Wedding Crashers,Romance,288485135.0,119.0,2005
Death Becomes Her,Horror,149022650.0,104.0,1992
"Love, Simon",Romance,66316289.0,110.0,2018
The Collector,Thriller,114000000.0,88.0,2009
Das Boot,War,85000000.0,150.0,1981
The Haunting in Connecticut,Horror,77527732.0,102.0,2009
Stuber,Comedy,32400000.0,93.0,2019
Les Misérables,Drama,441809770.0,158.0,2012
Antebellum,Horror,7060384.0,105.0,2020
The Villainess,Thriller,8737458.0,129.0,2017
Lake Placid,Thriller,56870414.0,82.0,1999
Footloose,Romance,80035402.0,107.0,1984
The Basketball Diaries,Crime,2381087.0,102.0,1995
Psycho-Pass 3: First Inspector,Animation,757096.0,137.0,2020
National Lampoon's European Vacation,Romance,49364621.0,95.0,1985
The Watch,Science Fiction,68267862.0,102.0,2012
Primeval,Horror,10597734.0,93.0,2007
The Girl in the Spider's Web,Drama,35164920.0,115.0,2018
